,sincerity,fairness,greed_avoidance,modesty,honesty_humility,fearfulness,anxiety,dependence,sentimentality,emotionality,social_self_esteem,social_boldness,sociability,liveliness,extraversion,forgiveness,gentleness,flexibility,patience,agreeableness,organization,diligence,perfectionism,prudence,conscientiousness,aesthetic_appreciation,inquisitiveness,creativity,unconventionality,openness_to_experience,temp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1156623438193165,0.0,0.1275735082217307,0.1681517172080023,0.0529150262212917,0.1787300882460601,0.0,0.0,0.0738617326872011,0.0582752091373339,0.0,0.0331662479035539,0.1010098863003372,0.2758622844826744,0.0624030760842126,0.0,0.0,0.1599999999999998,0.24,0.066332495807108,0.1734935157289747,0.0,0.1190238071423809,0.0331662479035539,0.050950956811428,0.0,0.0,0.1739731780093318,0.0,0.0521919534027996,0.1
2,0.1692795190079283,0.033166247903554,0.2193171219946131,0.2397915761656359,0.0789683480895984,0.272824730061872,0.0,0.0,0.1948218559493661,0.0988483687270559,0.0791622805802528,0.065319726474218,0.1579041496916314,0.3034798181098703,0.0736276625860938,0.0,0.0568624070307732,0.2020725942163689,0.2351063589101749,0.0804673846971554,0.2345274476441061,0.0,0.1571976816340213,0.1054092553389459,0.0720743403526951,0.0,0.0497493718553309,0.2027587510099406,0.0,0.0624419730629967,0.2
3,0.2241018355864477,0.1287115638420522,0.1920937271229854,0.2561249694973139,0.0946696930412926,0.3094618985701902,0.0994987437106619,0.0497493718553309,0.2220283526580624,0.1214285714285715,0.0953939201416946,0.1248999599679678,0.1996149581419384,0.3627671429443411,0.0923083436596528,0.1529705854077835,0.0791622805802527,0.185322541652235,0.248746859276655,0.088,0.2554538493477086,0.1107925990308016,0.1684847946558492,0.1373964256368329,0.0890670685962738,0.1224744871391589,0.1969049362587669,0.2360747224640822,0.0744610263456289,0.0818619229393126,0.3
4,0.2572674074361174,0.1334998959633387,0.24,0.2874797872880344,0.1168658107768556,0.3507927529974865,0.0,0.0497493718553309,0.2765998440668296,0.1370693437567917,0.1629434832668399,0.1459071241882618,0.2733774097857285,0.3766629793329841,0.106603158675856,0.1430908802125418,0.1248999599679678,0.2142428528562854,0.2782085548648711,0.1012126474310399,0.2688981929750648,0.1596088969951236,0.2373200025145603,0.1632993161855452,0.1122063584471984,0.1729161646579058,0.240608696378604,0.24574651792139,0.0876229295206328,0.1013263835882853,0.4
5,0.4272751597879436,0.1555992002264508,0.2625291195629702,0.3098557909126862,0.1619175220617499,0.3634862063713315,0.1410673597966588,0.1,0.2917190429162964,0.1544150251756609,0.1921848241458631,0.1907587190376598,0.3015475759385214,0.4005933099790859,0.1284612825628241,0.2632014437650371,0.1674647558277395,0.2211083193570265,0.2783433131943356,0.1091054535758868,0.3076298195235849,0.2705525221135276,0.2484519974999767,0.178990355016862,0.1272547508987291,0.2236067977499789,0.2521034899100512,0.306940380389864,0.1770015215137101,0.1366758684101589,0.5
6,0.4099317957111723,0.2841878497779017,0.3216753021293366,0.4578642884784011,0.1726600936421265,0.4307793251425187,0.1977371993328519,0.2235448482273189,0.3076343105858699,0.1486549651937284,0.1961858529274955,0.1958959265303662,0.34448878161873,0.3723698705286214,0.1340557132540623,0.3134884367883447,0.1950673599855736,0.2328837234449909,0.3330425289870936,0.1353931384489559,0.3197246580244408,0.2942665420735655,0.2747169000851001,0.2175824164498788,0.1329858460976354,0.2408790129410791,0.375399798956895,0.2894468317236398,0.2150536467666948,0.1381585002928007,0.6
7,0.4396244407377038,0.3908169933872338,0.3837719240709671,0.3890984426137241,0.2228687712212239,0.453457230160164,0.2698298718122628,0.2692118125194361,0.3312899493369265,0.1936572079393153,0.2451054431071263,0.2381321806057788,0.3385977517645384,0.4785470135302897,0.1424394074691064,0.3376977186424577,0.185958325616825,0.2576067514117209,0.3523790614648971,0.1423996014841176,0.354701492510149,0.342020261683576,0.2868274852610838,0.2777318603003539,0.1493675879722584,0.2944547522252498,0.4544275637223544,0.3069038388321443,0.2726220335673725,0.1724634811887722,0.7
8,0.4669137589376382,0.3277275629146841,0.4202966875381669,0.549596403369984,0.2151909221226325,0.4256474437647929,0.3614072970693868,0.308287726505694,0.3924690266721796,0.184404271654069,0.311321078700447,0.2980251032905751,0.362416711673078,0.4229773389176039,0.1669107887635136,0.3912303982179758,0.2999846950488383,0.2721052066012813,0.3565281745523831,0.1640121946685672,0.4227827665743684,0.3933926479554133,0.3164693914644318,0.2500691519470068,0.1656110235827166,0.3678851806920734,0.3910147848655739,0.3589616055914682,0.3456483604989994,0.1782805937939621,0.8
9,0.5412478596187131,0.4217099626280806,0.485923742635107,0.51883534727781,0.2458870835493389,0.5124082410415495,0.3237999747327713,0.3353585752015577,0.3560877233332745,0.2237741543821957,0.3275772636346332,0.3261924814782884,0.405623316538738,0.3998751000663808,0.1538110212297104,0.4543567440601419,0.3054848962761952,0.3294512441063566,0.4724457585766712,0.1919790501035734,0.3805808802105381,0.3942275311422932,0.3037262864232727,0.3119100185844336,0.1643433101760844,0.3002334655255592,0.4549941001506739,0.3435854913203723,0.3346915810721862,0.1866528697826494,0.9
