,sincerity,fairness,greed_avoidance,modesty,honesty_humility,fearfulness,anxiety,dependence,sentimentality,emotionality,social_self_esteem,social_boldness,sociability,liveliness,extraversion,forgiveness,gentleness,flexibility,patience,agreeableness,organization,diligence,perfectionism,prudence,conscientiousness,aesthetic_appreciation,inquisitiveness,creativity,unconventionality,openness_to_experience,temp
0,4.0,4.333333333333333,3.0,3.5,3.8,2.6666666666666665,3.0,3.0,3.6666666666666665,3.1,3.6666666666666665,3.0,3.5,4.0,3.5,3.0,3.0,3.0,3.5,3.1,3.5,3.5,3.6666666666666665,3.333333333333333,3.5,3.5,3.5,3.6666666666666665,3.6666666666666665,3.6,0.0
1,3.953333333333333,4.333333333333333,3.035,3.435,3.78,2.683333333333333,3.0,3.0,3.6566666666666663,3.1020000000000003,3.6666666666666665,3.0033333333333334,3.489690721649485,3.67,3.434020618556701,3.0,3.0,3.12,3.32,3.1,3.57,3.5,3.6166666666666663,3.33,3.498,3.5,3.5,3.58,3.6666666666666665,3.574,0.1
2,3.87,4.336666666666666,3.13,3.35,3.758,2.67,3.0,3.0,3.5733333333333333,3.073,3.6866666666666665,3.013333333333333,3.443820224719101,3.77,3.450561797752809,3.0,3.01,3.183333333333333,3.335,3.125,3.637755102040817,3.5,3.5866666666666664,3.333333333333333,3.503061224489796,3.5,3.505,3.5,3.6666666666666665,3.551,0.2
3,3.8350168350168343,4.343333333333333,3.09,3.38,3.748484848484849,2.6366666666666667,2.99,2.995,3.5340136054421767,3.0500000000000003,3.6966666666666654,3.0466666666666664,3.4518072289156625,3.72,3.4481927710843374,3.04,3.02,3.1566666666666667,3.275,3.116,3.701030927835052,3.515,3.5622895622895623,3.33,3.509375,3.5,3.54040404040404,3.4410774410774407,3.663333333333333,3.5408163265306123,0.3
4,3.7964912280701753,4.38,3.18,3.409090909090909,3.7705263157894735,2.6166666666666667,3.0,3.005,3.465986394557823,3.024489795918367,3.744107744107744,3.0733333333333333,3.371621621621621,3.775,3.4712328767123286,3.045,3.0466666666666664,3.21,3.24,3.134,3.717391304347826,3.545,3.5858585858585856,3.333333333333333,3.5285714285714285,3.49,3.591836734693877,3.436426116838488,3.6566666666666663,3.5452631578947367,0.4
5,3.713768115942029,4.37,3.156565656565657,3.429292929292929,3.7422222222222223,2.6766666666666667,3.01,3.0,3.43,3.034,3.787878787878788,3.1166666666666667,3.4367088607594938,3.795,3.5128205128205128,3.135,3.0866666666666664,3.2,3.255,3.164,3.771739130434783,3.591836734693877,3.555555555555556,3.292929292929293,3.5294117647058822,3.5,3.5927835051546397,3.4982817869415808,3.687074829931973,3.581521739130435,0.5
6,3.727272727272727,4.34006734006734,3.155,3.4587628865979383,3.7416666666666663,2.530612244897959,3.03,3.0052631578947366,3.478114478114478,3.008695652173913,3.813333333333333,3.139455782312925,3.4204545454545454,3.8484848484848486,3.5423529411764707,3.185,3.091836734693877,3.218855218855219,3.1989795918367347,3.1694736842105264,3.8031914893617023,3.6157894736842096,3.56140350877193,3.3030303030303028,3.5372093023255813,3.5255102040816326,3.6868131868131866,3.5128205128205128,3.659722222222222,3.5961538461538463,0.6
7,3.767790262172285,4.360824742268041,3.217171717171717,3.4742268041237114,3.7855421686746986,2.6595744680851063,3.0729166666666665,2.995,3.4113475177304964,3.0329411764705885,3.8229166666666665,3.1374570446735395,3.46875,3.762626262626263,3.532876712328767,3.247422680412371,3.119047619047619,3.2925170068027207,3.186868686868687,3.216304347826087,3.864705882352941,3.671717171717172,3.6340579710144927,3.2727272727272725,3.5948051948051947,3.5526315789473686,3.731958762886598,3.5365853658536586,3.704545454545455,3.6203125,0.7
8,3.556862745098039,4.319298245614035,3.270833333333333,3.411458333333333,3.6881578947368414,2.656140350877193,3.046875,3.0303030303030303,3.4802867383512543,3.057831325301205,3.8159722222222223,3.204861111111111,3.52027027027027,3.7806122448979593,3.546268656716418,3.357142857142857,3.191919191919192,3.2771929824561403,3.2989690721649483,3.276666666666667,3.744186046511628,3.682795698924731,3.6523297491039424,3.3226950354609928,3.584057971014493,3.5277777777777777,3.772727272727273,3.569767441860465,3.726190476190476,3.635593220338983,0.8
9,3.637037037037037,4.298039215686274,3.2421052631578946,3.4022988505747125,3.704838709677419,2.689655172413793,3.077319587628866,3.026315789473684,3.503623188405797,3.0662162162162163,3.8350877192982455,3.2857142857142856,3.467532467532468,3.72680412371134,3.5850746268656715,3.381720430107527,3.263157894736842,3.282608695652174,3.274193548387097,3.284210526315789,3.819767441860465,3.6968085106382977,3.648148148148148,3.2789855072463765,3.58939393939394,3.550561797752809,3.792682926829268,3.52991452991453,3.788235294117647,3.651063829787234,0.9
10,3.5267489711934155,4.349593495934959,3.2674418604651163,3.494047619047619,3.725,2.7717391304347823,3.03125,3.0,3.414634146341464,3.0575757575757576,3.840740740740741,3.2659176029962547,3.566666666666667,3.649484536082474,3.5841269841269843,3.46875,3.188405797101449,3.300724637681159,3.191489361702128,3.276315789473684,3.753086419753086,3.708791208791209,3.694444444444444,3.2916666666666665,3.5875,3.5319148936170213,3.903409090909091,3.582222222222222,3.76954732510288,3.683018867924528,1.0
